time,link
2020-08-04 06:28:33.653337,https://globalnews.ca/news/7248467/rick-zamperin-toronto-maple-leafs-fans/&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAB6BAgFEAI&usg=AOvVaw3pwD7h7pZLZx_Gjam4IKt3
2020-08-03 19:28:33.653337,https://www.tsn.ca/toronto-maple-leafs-hungry-for-redemption-against-columbus-blue-jackets-in-game-2-1.1503830&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAF6BAgHEAI&usg=AOvVaw1374UC5RcPC5wKdEiRXoIH
2020-08-04 06:28:33.653337,https://editorinleaf.com/2020/08/04/toronto-maple-leafs-time-ceci-rasmus/&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAJ6BAgJEAI&usg=AOvVaw3qtpo0Ug8EwuqH0WvzXcMk
2020-08-04 09:28:33.653337,https://www.sportsnet.ca/hockey/nhl/one-small-adjustment-unlock-maple-leafs-offence-game-2/&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAN6BAgIEAI&usg=AOvVaw0dHaEj172tsB-Btv42RoVU
2020-08-03 17:28:33.653337,https://editorinleaf.com/2020/08/03/toronto-maple-leafs-home-ice/&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAR6BAgCEAI&usg=AOvVaw2q4cxWjALCZMRwUMZruaoF
2020-08-02 11:28:33.653337,https://thehockeywriters.com/maple-leafs-mikheyev-kerfoot-spezza-2020-playoffs/&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAV6BAgAEAI&usg=AOvVaw2NmnSuS2luLH3kXP3_Rrjr
2020-08-03 11:28:33.653337,https://www.thescore.com/nhl/news/1995288&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAZ6BAgDEAI&usg=AOvVaw16H65z4I3cCY-XtS0V0D4K
2020-08-03 12:28:33.653337,https://www.sportsnet.ca/hockey/nhl/nhl-weekend-takeaways-defence-frustrates-maple-leafs-canucks/&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAd6BAgBEAI&usg=AOvVaw0ZDSXrevnn3K14kxTf25Kk
2020-07-31 11:28:33.653337,https://www.tsn.ca/toronto-maple-leafs-coach-sheldon-keefe-gives-william-nylander-a-push-1.1502092&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAh6BAgEEAI&usg=AOvVaw0GW4Ta_kl1mvM9ozjeHL44
2020-07-30 11:28:33.653337,https://www.forbes.com/sites/jordanhorrobin/2020/07/29/questions-maple-leafs-face-nhl-returns-to-play/&sa=U&ved=2ahUKEwjstPHD7oHrAhUCL6wKHSI_DgoQ0Y8FMAl6BAgGEAI&usg=AOvVaw1wqRsXZDhGmbIBNYzTSf-P
2020-07-28 11:28:34.655318,https://www.nhl.com/news/nicholas-robertson-trying-to-make-maple-leafs-lineup/c-317713916&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwAHoECAIQAg&usg=AOvVaw3Apmk8PY9d_vG3k72AUFcR
2020-07-30 11:28:34.656318,https://www.tsn.ca/toronto-maple-leafs-morgan-rielly-revving-up-after-rough-regular-season-1.1501732&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwAXoECAgQAg&usg=AOvVaw3aSA1vAFXEny6WcujKDheq
2020-07-30 11:28:34.656318,https://tipofthetower.com/2020/07/30/toronto-maple-leafs-where-would-nick-robertson-go-2020-draft/&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwAnoECAkQAg&usg=AOvVaw1dg2VZGosXaqI6FwBYzWsU
2020-07-31 11:28:34.656318,https://www.nhl.com/news/playoff-pools-nhl-toronto-columbus-fantasy-hockey-2020-stanley-cup/c-317725688&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwA3oECAcQAg&usg=AOvVaw0wQlYlViAHN340Om6tySHg
2020-07-31 11:28:34.656318,https://www.sportsnet.ca/hockey/nhl/main-strengths-weaknesses-maple-leafs-canadiens/&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwBHoECAQQAg&usg=AOvVaw0wKg4wDWe03cuXnpK0k1dn
2020-07-31 11:28:34.656318,https://www.nhl.com/news/maple-leafs-sheldon-keefe-learned-from-john-tortorella/c-317738364&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwBXoECAAQAg&usg=AOvVaw1opnBId-UG9suxkMLLgUuR
2020-08-01 11:28:34.656318,https://www.sportsnet.ca/hockey/nhl/maple-leafs-loan-defenceman-mikko-lehtonen-khl-jokerit/&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwBnoECAYQAg&usg=AOvVaw3EcIKlHcyzNQk-8F1UHLuk
2020-07-31 11:28:34.656318,https://editorinleaf.com/2020/07/31/toronto-maple-leafs-start-robertson/&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwB3oECAEQAg&usg=AOvVaw08QCnTjzPZYVVYuCfAEtPC
2020-07-30 11:28:34.656318,https://www.sportsnet.ca/hockey/nhl/maple-leafs-spezza-nhls-restart-chance-childhood-dream/&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwCHoECAMQAg&usg=AOvVaw2IJPMQoRvL-JU-FGAA0OfF
2020-07-31 11:28:34.656318,https://www.sportsnet.ca/hockey/nhl/tortorella-blue-jackets-killer-mindset-maple-leafs/&sa=U&ved=2ahUKEwi126vE7oHrAhVJrp4KHQSiD6s4ChDRjwUwCXoECAUQAg&usg=AOvVaw23ToIR4G4WdN13RYhY0pyQ
2020-07-31 11:28:35.703708,https://thehockeywriters.com/maple-leafs-nick-robertson-progress-potential/&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwAHoECAMQAg&usg=AOvVaw2a5uodmKXKOEE2jUK5l4Sz
2020-07-28 11:28:35.703708,https://www.tsn.ca/toronto-maple-leafs-ready-to-expect-the-unexpected-as-restart-nears-1.1499937&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwAXoECAcQAg&usg=AOvVaw0MHsbcY1qffae50Rkg15kc
2020-08-02 11:28:35.703708,https://thehockeywriters.com/nhl-rumors-august-1-2020/&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwAnoECAgQAg&usg=AOvVaw3_fkHtEE94Mh6HVSzZL5lB
2020-08-03 11:28:35.703708,https://ftw.usatoday.com/2020/08/columbus-blue-jackets-vs-toronto-maple-leafs-stanley-cup-qualifiers-live-stream-start-time-tv-channel&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwA3oECAkQAg&usg=AOvVaw3qSO39w5CGHJa3YCSnCPhq
2020-07-30 11:28:35.703708,https://editorinleaf.com/2020/07/30/toronto-maple-leafs-stack-competition-2/&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwBHoECAEQAg&usg=AOvVaw1Pd0br4sPoXNhEJpEfvOVL
2020-07-21 11:28:35.703708,https://www.sportsnet.ca/hockey/nhl/clash-mcdavid-boosted-leafs-trust-muzzin-holl-shutdown-pair/&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwBXoECAQQAg&usg=AOvVaw3uKYhRBdTTuDNkGqcGS0fB
2020-07-28 11:28:35.703708,https://www.tsn.ca/william-nylander-packing-his-swagger-as-toronto-maple-leafs-prepare-to-enter-bubble-1.1499184&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwBnoECAIQAg&usg=AOvVaw01FTWhJ1TA23yKbWt9vDDE
2020-07-28 11:28:35.703708,https://mapleleafshotstove.com/2020/07/27/keys-to-the-series-toronto-maple-leafs-vs-columbus-blue-jackets/&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwB3oECAYQAg&usg=AOvVaw2GENiaWxhJBoyVHv74JDSP
2020-07-28 11:28:35.703708,https://editorinleaf.com/2020/07/28/toronto-maple-leafs-theme-song/&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwCHoECAAQAg&usg=AOvVaw2_H9ov8t-nhvNUdHuf-eaw
2020-07-21 11:28:35.703708,https://www.tsn.ca/toronto-maple-leafs-centre-auston-matthews-says-he-knows-he-needs-to-unleash-shot-more-in-camp-1.1497341&sa=U&ved=2ahUKEwi95OnE7oHrAhUWuZ4KHQF6ABg4FBDRjwUwCXoECAUQAg&usg=AOvVaw3REOcXfzxKBYl0SV0iqCl3
