time,link
2020-08-14 11:46:19.828687,https://editorinleaf.com/2020/08/14/toronto-maple-leafs-press-conference/&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAB6BAgCEAI&usg=AOvVaw3UP8czoVm05E3UE39SRfnD
2020-08-14 08:46:19.829106,https://thehockeywriters.com/maple-leafs-tavares-trade-prospects-muzzin/&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAF6BAgIEAI&usg=AOvVaw1fuosBdhXH-yeQpkF6o3Nu
2020-08-13 12:46:19.829126,https://www.nhl.com/news/toronto-maple-leafs-auston-matthews-calls-loss-in-cup-qualifiers-embarrassing/c-318433910&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAJ6BAgHEAI&usg=AOvVaw32W5VLbCePgOvcU2KbH2D1
2020-08-13 17:46:19.829143,https://torontosun.com/sports/hockey/nhl/toronto-maple-leafs/keefe-vows-to-make-most-of-long-leaf-layoff&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAN6BAgJEAI&usg=AOvVaw1VbxK_6lWohWRRA2DxqSMy
2020-08-13 12:46:19.829158,https://www.tsn.ca/toronto-maple-leafs-management-keeping-faith-in-team-s-core-1.1508294&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAR6BAgFEAI&usg=AOvVaw340-hHHGrh8uFDXmuPf_3k
2020-08-10 12:46:19.829173,https://www.sportsnet.ca/hockey/nhl/maple-leafs-must-add-proven-defenders-move-offence-identity/&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAV6BAgEEAI&usg=AOvVaw2yE3DoyOggwNGXVh7xcUBd
2020-08-13 12:46:19.829187,https://torontosun.com/sports/hockey/nhl/toronto-maple-leafs/hyman-understands-where-frustrated-leafs-fans-are-coming-from&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAZ6BAgAEAI&usg=AOvVaw0haJ_ml26j2b11nXZ12ZEL
2020-08-10 12:46:19.829201,https://www.nhl.com/news/toronto-maple-leafs-jake-muzzin-update/c-318352428&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAd6BAgDEAI&usg=AOvVaw3ocD-mVpesBfKlumAWK4vM
2020-08-13 12:46:19.829215,https://www.sportsnet.ca/hockey/nhl/maple-leafs-gm-kyle-dubas-went-wrong-tim-sid/&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAh6BAgBEAI&usg=AOvVaw2Qc_h_FDL4n-EdMKSDUuno
2020-08-11 12:46:19.829231,https://torontosun.com/sports/hockey/nhl/toronto-maple-leafs/all-about-alexis-lafreniere-now-for-eliminated-maple-leafs&sa=U&ved=2ahUKEwjdi-THkpvrAhWEUs0KHTuoAwwQ0Y8FMAl6BAgGEAI&usg=AOvVaw39BAMz0yIchbSlI5DLfppr
2020-08-13 12:46:20.833735,https://www.pensionplanpuppets.com/2020/8/13/21366198/the-maple-leafs-are-up-against-the-salary-cap-2020-2021-salary-cap-calculation&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwAHoECAMQAg&usg=AOvVaw0fGA1Ztuan4Qz_xGSEZ50p
2020-08-13 12:46:20.833767,https://www.pensionplanpuppets.com/from-the-branches/2020/8/13/21365774/toronto-maple-leafs-news-links-roster-move-from-the-branches-day-three-of-the-first-round-filip-kral&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwAXoECAgQAg&usg=AOvVaw0DTetnvzelg34hwoxi519o
2020-08-13 16:46:20.833784,https://mapleleafshotstove.com/2020/08/13/kyle-dubas-springs-to-mitch-marners-defense-defends-10-9-million-contract/&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwAnoECAkQAg&usg=AOvVaw1HzGXsCMrwRVMGB1r9c0Lp
2020-08-13 12:46:20.833800,https://www.prohockeyrumors.com/2020/08/toronto-maple-leafs-loan-two-prospects-overseas.html&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwA3oECAcQAg&usg=AOvVaw1DecgVNNkNu3yNZXh7T7Nj
2020-08-13 12:46:20.833814,https://thehockeywriters.com/nhl-rumors-august-12-2020/&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwBHoECAYQAg&usg=AOvVaw2-PHiES5jHfutma5NiTALt
2020-08-10 12:46:20.833828,https://www.tsn.ca/toronto-maple-leafs-activate-forward-andreas-johnsson-off-injured-reserve-1.1506706&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwBXoECAQQAg&usg=AOvVaw0EXOkkmW2XKN_o4wa1DHu4
2020-08-12 12:46:20.833842,https://oilersnation.com/2020/08/11/friedman-oilers-leafs-could-revisit-trade-options-athanasiou-qualification-unlikely-puljujari-signing-may-not-happen/&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwBnoECAUQAg&usg=AOvVaw3StVzQrnr2p9_iw-UqujMC
2020-08-10 12:46:20.833856,https://thehockeywriters.com/maple-leafs-eliminated-missing-kadri/&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwB3oECAIQAg&usg=AOvVaw1CXBV0E62VCMf4_k53kq7B
2020-08-13 12:46:20.833870,https://mapleleafshotstove.com/2020/08/13/sheldon-keefe-end-of-season-interview/&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwCHoECAEQAg&usg=AOvVaw0j9XNJ2rBA_hZh1M_DM2f0
2020-08-07 12:46:20.833884,https://globalnews.ca/news/7248467/rick-zamperin-toronto-maple-leafs-fans/&sa=U&ved=2ahUKEwigoK7IkpvrAhWIX80KHZOCDw84ChDRjwUwCXoECAAQAg&usg=AOvVaw1xBtY1rz0c0STVD8nAyTBN
2020-08-07 12:46:21.787391,https://www.tsn.ca/toronto-maple-leafs-give-evolving-travis-dermott-another-promotion-1.1505002&sa=U&ved=2ahUKEwiA_ufIkpvrAhWEG80KHWQuABI4FBDRjwUwAHoECAIQAg&usg=AOvVaw2fHdlbv44PggV_F9lilyGu
2020-08-14 02:46:21.787422,https://www.sportsnet.ca/hockey/nhl/many-ufa-goalies-available-maple-leafs-want-go-route/&sa=U&ved=2ahUKEwiA_ufIkpvrAhWEG80KHWQuABI4FBDRjwUwAXoECAkQAg&usg=AOvVaw2yABFo-HcGxXcpCjr9tYwL
2020-08-08 12:46:21.787439,https://www.sportsnet.ca/hockey/nhl/maple-leafs-jason-spezza-will-not-go-without-fight-literally/&sa=U&ved=2ahUKEwiA_ufIkpvrAhWEG80KHWQuABI4FBDRjwUwAnoECAcQAg&usg=AOvVaw16z5bX1A4GjEgNXEskC56i
2020-08-09 12:46:21.787454,https://mapleleafshotstove.com/2020/08/08/toronto-maple-leafs-what-happened-last-night/&sa=U&ved=2ahUKEwiA_ufIkpvrAhWEG80KHWQuABI4FBDRjwUwA3oECAgQAg&usg=AOvVaw0mEOedBvK_919Ip2YSGoW8
